lstm,idserie,0,forecast,21.528160049672124, error, 2.471839950327876
lstm,idserie,1,forecast,22.043986974835786, error, 0.9560130251642143
lstm,idserie,2,forecast,22.546293150288662, error, 7.453706849711338
lstm,idserie,3,forecast,18.490136571669435, error, 2.509863428330565
lstm,idserie,4,forecast,17.27110802319324, error, 0.7288919768067608
lstm,idserie,5,forecast,13.936814131235655, error, 5.063185868764345
lstm,idserie,6,forecast,14.9153850240203, error, 2.084614975979701
lstm,idserie,7,forecast,12.389518171548843, error, 1.6104818284511566
lstm,idserie,8,forecast,24.784868955612183, error, 3.2151310443878174
lstm,idserie,9,forecast,13.837766863207511, error, 3.162233136792489
lstm,idserie,10,forecast,19.983097792175478, error, 0.01690220782452201
lstm,idserie,11,forecast,10.900911808013916, error, 2.099088191986084
lstm,idserie,12,forecast,21.39680822501158, error, 3.603191774988421
lstm,idserie,13,forecast,22.6337947845459, error, 5.366205215454102
lstm,idserie,14,forecast,23.792995929718018, error, 2.2070040702819824
lstm,idserie,15,forecast,17.60606083860903, error, 8.393939161390971
lstm,idserie,16,forecast,17.40636833291148, error, 3.5936316670885198
lstm,idserie,17,forecast,11.7757344312747, error, 2.2242655687253006
lstm,idserie,18,forecast,13.64770809340912, error, 3.35229190659088
lstm,idserie,19,forecast,9.72161925668659, error, 2.2783807433134093
lstm,idserie,20,forecast,23.596140223914077, error, 4.403859776085923
lstm,idserie,21,forecast,20.92711706114144, error, 11.072882938858559
lstm,idserie,22,forecast,29.852457202116078, error, 3.147542797883922
lstm,idserie,23,forecast,15.073890117588935, error, 3.9261098824110654
lstm,idserie,24,forecast,12.461074113845825, error, 4.538925886154175
lstm,idserie,25,forecast,16.807388269570993, error, 2.1926117304290074
lstm,idserie,26,forecast,14.146380837369536, error, 2.853619162630464
lstm,idserie,27,forecast,15.254184815845573, error, 3.745815184154427
lstm,idserie,28,forecast,10.293028107493278, error, 0.7069718925067221
lstm,idserie,29,forecast,18.481186535910272, error, 3.518813464089728
lstm,idserie,30,forecast,8.757317960153253, error, -0.7573179601532534
lstm,idserie,31,forecast,11.230178713798523, error, 2.769821286201477
lstm,idserie,32,forecast,12.338241567068053, error, 1.661758432931947
lstm,idserie,33,forecast,21.04286427604269, error, 5.957135723957311
lstm,idserie,34,forecast,11.547159671783447, error, -0.5471596717834473
lstm,idserie,35,forecast,17.364248711936213, error, 0.635751288063787
lstm,idserie,36,forecast,27.522023878007058, error, 3.477976121992942
lstm,idserie,37,forecast,20.740116525588682, error, 5.259883474411318
lstm,idserie,38,forecast,16.38935899154307, error, 6.6106410084569305
lstm,idserie,39,forecast,18.624033611296607, error, 3.375966388703393
lstm,idserie,40,forecast,11.66667628288269, error, 3.3333237171173096
lstm,idserie,41,forecast,10.181034775643504, error, 0.8189652243564964
lstm,idserie,42,forecast,16.140552163124084, error, 0.8594478368759155
lstm,idserie,43,forecast,21.51208813452458, error, 1.4879118654754215
lstm,idserie,44,forecast,14.316014379262924, error, -1.3160143792629242
lstm,idserie,45,forecast,13.769853830337524, error, 2.2301461696624756
lstm,idserie,46,forecast,19.148459549294127, error, 0.8515404507058726
lstm,idserie,47,forecast,5.368656994869456, error, -0.3686569948694558
lstm,idserie,48,forecast,12.924634041648089, error, 0.07536595835191129
lstm,idserie,49,forecast,17.340384562600118, error, 2.659615437399882
lstm,idserie,50,forecast,24.291089411212663, error, 4.708910588787337
lstm,idserie,51,forecast,13.871222410463618, error, 3.128777589536382
